gene_name	WT_0h_rep_1	WT_0h_rep_2	WT_0h_rep_3	WT_0h_rep_4	WT_1h_rep_1	WT_1h_rep_2	WT_1h_rep_3	WT_1h_rep_4	WT_2h_rep_1	WT_2h_rep_2	WT_2h_rep_3	WT_2h_rep_4	WT_4h_rep_1	WT_4h_rep_2	WT_4h_rep_3	WT_4h_rep_4
Mlec	989	1163	729	1013	1009	675	711	790	605	708	570	811	248	246	277	253
Cabp1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pop5	48	65	41	56	70	36	45	54	31	51	31	66	24	25	27	30
Rnf10	737	1237	767	797	856	909	838	780	609	919	819	922	479	716	742	617
Coq5	196	346	225	236	225	178	240	189	120	174	215	176	94	125	164	142
Dynll1	989	1380	870	1593	875	854	1172	1213	610	996	1192	1395	501	716	700	807
Srsf9	117	178	118	151	110	92	111	113	76	103	65	110	42	65	55	61
Gatc	284	505	313	395	243	280	336	288	127	179	205	191	43	80	82	49
Triap1	142	279	134	204	105	108	100	131	54	88	66	119	43	57	65	57
Cox6a1	1474	2630	1399	2175	1746	1734	2337	2036	1251	1992	2165	2296	1200	1689	1828	1561
Msi1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Pla2g1b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sirt4	22	38	33	25	13	20	14	12	5	10	10	8	7	11	3	2
Pxn	421	674	450	610	556	494	573	623	529	661	853	978	307	538	583	363
Rplp0	4428	7107	4422	5542	5356	5307	5559	5459	3733	5387	5359	6272	2915	4109	5284	3826
Gcn1	242	344	250	314	304	255	220	236	229	255	253	323	146	176	174	199
1110006O24Rik	4	13	7	5	6	13	8	5	4	6	8	7	6	4	2	3
Rab35	286	461	308	349	365	315	382	323	267	413	367	380	230	292	329	237
Bicdl1	9	14	4	4	2	8	7	10	0	1	2	1	0	3	2	1
Cit	362	692	429	404	412	501	516	401	254	328	373	384	60	153	166	108
Prkab1	117	185	168	170	103	155	141	91	63	114	84	98	35	66	88	50
Tmem233	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
C330018A13Rik	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930562A09Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hspb8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srrm4os	1	0	1	0	0	1	0	0	1	0	3	0	0	0	2	0
Srrm4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Suds3	126	268	187	242	192	163	214	196	136	183	161	195	133	151	201	160
Taok3	1368	1953	1445	1612	1632	1512	1613	1623	840	1193	1266	1212	1242	1741	1545	1386
Pebp1	570	896	482	752	596	571	564	641	470	615	595	697	361	438	506	409
Vsig10	15	34	22	30	22	13	9	18	15	7	8	8	4	9	3	5
Wsb2	741	906	526	789	996	771	786	833	753	1066	834	1101	564	830	801	525
Rfc5	259	415	253	354	261	313	334	305	153	260	313	296	96	164	215	150
Ksr2	22	14	14	21	20	18	12	27	11	6	4	19	6	0	1	0
Nos1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxo21	102	170	90	142	90	98	90	72	30	30	30	47	10	17	15	4
Gm19648	4	16	13	6	2	1	1	1	1	2	4	0	0	0	2	0
Tesc	2	5	4	3	1	1	2	3	0	0	0	2	1	0	4	1
Fbxw8	362	556	373	454	431	399	382	425	312	479	453	536	292	415	416	314
Hrk	0	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0
Rnft2	12	19	3	10	7	10	14	6	5	4	6	7	3	3	5	6
Spring1	52	65	32	51	27	30	17	22	38	25	17	25	17	21	28	21
Btf3-ps11	0	0	0	0	0	0	0	0	1	6	3	1	2	10	10	9
Med13l	461	753	503	635	725	777	664	737	794	1091	1081	1175	971	1378	1893	1232
4930413E15Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700081H04Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm7538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm16063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx3	0	0	0	0	0	0	1	0	1	0	1	0	0	0	4	0
Tbx3os2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
Gm5563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbx5	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
Rbm19	164	190	145	222	171	167	186	174	131	169	170	206	76	156	146	118
Gm10390	4	5	9	3	4	6	2	5	1	1	0	1	0	2	1	0
Lhx5	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
Sdsl	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0
Sds	0	8	3	1	1	5	6	6	1	4	3	3	1	1	0	0
Plbd2	289	498	351	451	364	427	482	440	247	494	542	479	228	374	399	275
Slc8b1	151	317	195	209	235	224	288	246	117	241	240	230	36	79	91	36
Tpcn1	1082	2146	1410	1446	944	1383	1511	1045	506	773	1078	897	168	334	319	161
Iqcd	6	5	6	12	1	9	6	2	0	9	9	4	1	1	1	5
Rita1	14	21	10	20	14	9	7	7	4	8	12	7	2	2	2	4
Ddx54	305	421	249	366	396	299	346	394	314	400	358	457	245	315	338	300
Cfap73	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Rasal1	11	1	4	13	7	3	4	15	5	3	3	8	2	2	2	1
Dtx1	1	2	0	0	0	0	1	1	0	0	2	0	0	0	0	0
Gm19706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oas2	308	1000	851	371	220	582	736	231	832	1196	1764	1376	1783	3520	4324	2293
Oas3	247	799	798	287	316	682	1000	273	456	910	1420	742	1975	2960	2723	2302
Oas1e	0	0	0	0	0	0	0	0	0	0	1	1	3	2	4	3
Oas1c	45	80	91	50	45	64	74	45	33	76	61	77	84	133	104	75
Oas1b	17	58	42	24	17	25	35	7	156	202	191	280	211	297	302	257
Oas1f	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Oas1h	0	5	3	0	1	1	1	1	6	2	7	10	5	12	38	12
Oas1g	194	494	475	244	192	357	510	206	562	898	1275	948	1064	1868	2053	1418
Oas1a	394	979	873	481	468	728	1127	523	854	1423	1945	1452	1835	2931	3435	2238
Oas1d	0	0	1	2	0	0	0	0	0	2	3	0	0	0	0	0
Rph3a	2	0	0	2	0	0	6	0	0	0	1	0	0	0	2	0
Ptpn11	585	934	534	653	663	636	671	637	574	833	845	973	505	714	723	567
Rpl6	2068	3599	2228	2947	2420	2362	2888	2736	1670	2680	2878	3071	1427	2285	2747	2080
Hectd4	496	816	526	568	527	569	543	448	285	403	376	429	681	709	701	704
Trafd1	284	654	463	357	290	529	564	297	559	879	991	856	1621	2695	2522	1947
Naa25	231	265	196	243	256	177	176	241	474	529	497	756	849	989	1016	1200
Erp29	599	843	546	817	552	525	570	658	344	396	397	556	172	269	256	233
Tmem116	8	12	4	25	1	8	10	7	6	6	7	11	4	2	5	0
Adam1b	4	7	9	0	2	4	3	4	0	3	3	1	1	1	0	3
Adam1a	19	26	14	15	7	8	8	13	5	6	8	11	6	10	6	15
Mapkapk5	188	291	176	205	197	199	212	203	194	242	239	256	135	192	261	174
Aldh2	993	1507	1017	1343	1054	1083	1035	1009	667	1047	832	1245	602	749	722	618
Acad12	17	56	27	36	13	23	9	26	10	13	8	19	3	8	6	5
Acad10	13	41	19	30	12	24	19	22	12	25	22	13	11	17	14	13
Brap	281	447	308	305	274	339	349	287	179	288	279	293	142	250	238	161
Atxn2	356	496	371	435	360	387	342	324	321	414	379	462	233	281	348	255
Sh2b3	460	569	430	502	400	456	423	317	188	329	319	281	76	134	92	72
Pheta1	17	50	21	28	19	16	12	18	21	30	25	26	8	12	10	10
Cux2	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
Myl2	0	2	1	1	1	1	2	2	2	1	1	0	0	3	2	0
Ccdc63	2	13	2	5	11	12	19	12	16	27	35	31	20	68	62	30
Ppp1cc	810	1467	866	976	852	867	888	789	404	815	772	812	223	433	400	287
Hvcn1	817	1230	746	927	876	802	810	810	753	985	883	1131	435	545	545	393
Tctn1	24	66	54	31	24	14	20	20	13	34	20	15	11	20	30	16
Pptc7	125	178	104	128	143	106	100	119	128	129	88	161	78	90	93	82
Rad9b	0	11	3	7	3	2	4	4	0	3	1	2	1	1	1	1
Vps29	457	760	465	648	482	420	560	528	333	614	568	643	300	406	513	338
Fam216a	50	62	61	69	27	49	71	45	20	32	38	43	9	24	19	24
Gpn3	48	95	43	39	38	46	68	33	32	45	40	61	9	27	20	15
Arpc3	1972	3472	2126	2828	2173	2377	2435	2450	1619	2827	2652	2969	1528	2297	2582	1961
Anapc7	189	338	230	239	202	213	227	184	119	183	204	251	91	151	160	98
Atp2a2	1039	1166	705	1284	1224	825	730	1206	834	1050	821	1343	548	695	602	653
Ift81	8	18	16	11	4	10	10	10	0	11	8	6	1	4	2	1
P2rx7	396	795	617	495	295	466	468	260	148	255	260	245	84	136	196	118
P2rx4	635	1196	731	786	719	958	755	765	607	801	687	962	601	844	871	743
Camkk2	232	417	281	316	293	256	271	265	320	424	404	514	318	395	462	403
Anapc5	980	1882	1235	1102	1126	1278	1188	1039	756	1161	974	1240	509	856	826	639
Rnf34	265	517	340	371	269	326	399	253	267	349	415	438	503	835	781	756
Kdm2b	280	413	262	309	242	238	267	259	121	172	169	173	42	84	80	64
A930024E05Rik	18	16	14	11	0	1	2	0	0	0	2	1	0	0	1	0
Gm2479	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Orai1	159	243	166	201	163	134	175	150	88	105	136	127	52	49	78	54
Morn3	2	2	2	2	0	1	4	2	0	2	0	1	1	1	0	0
Gm6444	54	108	76	100	73	72	102	71	35	75	83	67	39	47	52	45
Tmem120b	34	35	23	33	61	25	34	24	30	39	39	68	19	13	13	21
Rhof	24	24	13	33	87	33	67	78	156	138	190	326	27	12	33	27
4932422M17Rik	23	26	27	23	7	8	18	17	18	8	17	20	8	5	5	11
Setd1b	244	478	310	333	143	187	164	118	482	610	577	718	254	390	438	302
Hpd	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd9	153	235	151	232	113	131	197	157	97	158	169	171	88	144	150	98
Wdr66	6	6	8	1	3	4	3	0	4	4	7	1	4	3	4	5
Bcl7a	34	67	67	57	25	44	46	30	7	10	8	10	1	4	1	2
Mlxip	456	733	519	586	463	473	569	387	438	575	707	736	454	628	859	520
Il31	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Lrrc43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B3gnt4	1	1	0	0	0	0	0	0	4	1	1	1	0	0	1	2
Diablo	150	246	146	194	131	137	143	155	106	143	138	187	114	156	153	163
Vps33a	594	851	580	598	527	509	505	486	353	550	485	463	306	410	395	295
Clip1	1055	1452	874	1180	1137	1038	1135	1165	834	979	1090	1257	663	954	1107	705
Zcchc8	310	506	307	357	235	284	265	238	143	193	243	224	89	198	172	139
Rsrc2	395	610	328	498	398	386	450	470	356	466	457	590	293	458	570	418
Kntc1	474	835	504	567	489	530	449	506	318	419	358	502	151	241	239	216
Hcar2	24	8	3	12	77	50	71	50	165	214	230	262	383	468	355	481
Hcar1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
Denr	548	746	436	711	647	539	710	763	716	1168	1191	1470	1041	1432	1671	1321
Ccdc62	7	17	9	14	7	8	2	3	5	7	7	10	1	4	4	6
Hip1r	5	4	3	5	1	4	7	5	5	3	2	6	5	5	5	6
Vps37b	121	120	103	159	105	119	97	104	77	116	113	97	129	207	165	157
Abcb9	4	15	10	6	4	13	14	9	2	2	3	3	2	3	5	2
Ogfod2	46	98	62	62	26	48	37	15	26	38	29	42	13	26	20	14
Arl6ip4	318	434	360	410	290	281	357	365	178	279	349	356	139	218	289	213
Pitpnm2	7	21	8	11	18	8	12	10	7	10	10	4	5	8	5	7
Pitpnm2os2	1	2	0	1	1	0	0	1	1	0	4	0	0	0	0	0
Pitpnm2os1	0	1	1	0	0	0	0	0	0	0	0	2	0	0	0	0
Mphosph9	137	252	148	162	114	146	152	131	68	90	111	112	11	22	27	24
Mtrfr	99	154	92	123	72	90	84	74	21	45	47	45	6	14	21	29
Cdk2ap1	130	178	109	168	146	102	129	120	101	98	62	120	60	42	30	46
Sbno1	925	1578	994	1080	1198	1265	1228	1172	1027	1413	1354	1599	609	963	1175	717
Kmt5a	1199	1514	914	1382	1373	1033	1485	1283	1050	1453	1546	1687	609	730	948	746
Rilpl2	216	322	257	222	387	379	370	300	425	690	569	563	263	272	587	273
Snrnp35	51	93	48	97	87	96	101	100	63	131	122	125	90	95	101	78
Rilpl1	40	43	51	77	44	61	65	53	17	36	34	29	63	73	129	82
Tmed2	1248	1863	1165	1776	1541	1298	1341	1617	1081	1531	1318	1827	863	1024	1193	1111
Ddx55	93	176	111	111	70	101	89	97	45	53	69	54	26	50	109	36
Eif2b1	79	115	73	86	71	49	60	74	48	56	57	59	40	55	26	46
Gtf2h3	37	52	28	42	20	20	23	26	24	18	19	25	16	24	14	28
Tctn2	0	1	1	0	2	0	2	0	0	1	1	4	0	1	4	0
Atp6v0a2	232	354	197	248	273	217	199	194	202	258	212	286	217	340	277	282
Dnah10	1	1	0	0	0	0	2	0	0	2	0	0	0	0	2	1
Ccdc92	1	1	0	1	0	0	2	1	0	0	0	2	0	0	1	0
Zfp664	306	462	291	391	276	257	275	270	200	214	276	305	137	140	208	162
Rflna	2	12	2	5	4	2	2	2	1	1	1	0	0	3	0	0
Ncor2	960	1393	976	1231	1202	1118	1370	1297	513	700	848	774	169	353	345	152
Scarb1	684	758	553	892	699	522	464	693	416	539	410	726	244	295	255	318
Ubc	39	22	33	14	7	28	14	20	4	13	3	30	11	14	2	32
Dhx37	115	172	112	145	132	108	131	114	78	105	107	115	53	82	87	66
Bri3bp	147	146	94	171	146	74	85	144	81	90	77	161	59	40	78	72
Aacs	233	248	136	288	233	155	137	172	136	134	125	193	79	57	99	99
Tmem132b	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0
Gm4868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4933438B17Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930572K03Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132c	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem132cos	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a4	319	501	312	326	328	337	280	300	231	260	241	299	187	193	182	235
Glt1d1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Tmem132d	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd10os	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Piwil1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
Rimbp2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Stx2	344	583	327	451	374	286	302	322	245	321	260	396	501	462	621	582
Ran	2290	3232	1809	2854	2558	1968	2226	2669	1859	2300	1895	3053	1458	1737	1911	1946
Adgrd1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
Sfswap	235	420	292	296	310	311	410	297	237	340	361	399	200	351	379	263
Mmp17	0	4	1	1	0	1	2	0	0	1	0	0	0	0	2	1
Zfp11	73	132	90	79	36	37	59	36	40	54	74	62	40	95	86	33
Septin14	0	2	0	1	0	2	0	0	0	2	0	2	0	0	3	0
Mrps17	30	45	27	39	30	29	21	42	22	28	22	33	17	23	24	27
Nipsnap2	161	342	214	234	194	228	251	204	111	203	220	219	116	188	194	126
Gm15903	3	19	15	10	8	13	15	11	9	7	5	13	3	7	9	4
Psph	105	143	98	152	149	100	119	103	113	155	88	140	56	72	116	82
Cct6a	576	727	437	635	693	503	570	795	554	615	513	812	386	537	475	464
Snora15	0	0	0	1	0	0	1	0	1	1	0	2	0	0	0	0
Sumf2	84	118	82	106	92	73	82	99	48	68	76	92	37	52	59	49
Phkg1	0	0	2	0	0	1	1	1	0	1	0	1	0	1	0	1
Chchd2	1172	1955	1214	1524	1349	1382	1719	1546	980	1671	1584	1767	911	1416	1594	1232
Zbed5	137	257	148	153	158	159	187	149	146	167	145	172	84	154	202	101
Nupr1l	3	4	2	1	1	0	3	0	0	1	1	0	0	1	1	1
Vkorc1l1	99	97	71	137	110	68	61	96	45	65	55	86	22	24	35	26
Gusb	5100	7034	4038	5561	5943	4537	4238	4885	3825	4797	3663	5454	2892	2784	2694	2698
Asl	360	528	332	385	424	365	417	364	276	447	326	438	222	274	288	220
Crcp	215	354	208	281	189	209	207	174	135	219	222	220	158	206	210	173
Tpst1	134	205	147	139	139	168	195	143	164	191	233	238	443	612	494	471
Kctd7	51	97	66	73	22	24	28	20	9	10	6	13	7	5	6	4
Rabgef1	126	177	123	121	385	481	472	440	174	354	398	277	169	254	330	216
Tmem248	162	319	244	253	285	277	283	258	194	264	263	341	144	202	232	179
Sbds	295	494	298	331	549	638	661	577	794	1053	1208	1399	1055	1443	1772	1411
Tyw1	153	288	146	160	143	160	196	140	105	100	119	142	64	65	73	72
Caln1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A330070K13Rik	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
Galnt17	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
Auts2	0	0	3	0	1	1	1	1	0	1	1	0	1	0	1	0
Gm20382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4930563F08Rik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm10051	557	1000	574	969	665	769	1065	893	407	935	1152	1042	496	732	789	580
Gm7902	6	24	11	18	17	13	15	7	2	8	13	10	3	10	7	4
Castor2	103	166	119	129	87	111	102	85	51	86	84	86	17	25	29	10
Rcc1l	48	78	44	54	39	37	48	53	36	51	40	57	16	22	22	30
Gtf2ird2	28	63	27	57	74	82	83	45	24	35	34	41	13	28	14	22
Ncf1	1645	2585	1619	2121	2225	2230	2625	2245	2116	3163	3271	3755	2442	3568	2982	3044
Gtf2i	650	1230	809	696	668	789	724	653	374	584	522	501	110	169	193	94
Mir3965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2ird1	134	229	160	143	167	168	167	186	82	112	107	103	25	25	45	12
Clip2	173	227	149	170	179	160	174	156	101	116	119	148	84	106	104	85
Syna	1	1	1	2	0	0	0	0	0	2	0	0	0	0	4	3
Rfc2	378	635	361	500	366	402	552	423	198	342	439	365	104	157	190	129
Lat2	1364	1544	956	1686	1405	953	1038	1370	724	1018	798	1147	300	388	600	330
Eif4h	1660	2589	1742	2329	1927	1882	1772	2183	1355	2029	1640	2206	1161	1671	1555	1586
Limk1	121	171	106	128	130	103	147	122	62	77	109	87	33	56	44	30
Gm10369	6	7	2	4	1	0	0	3	0	1	0	3	0	3	0	0
Eln	0	0	0	2	0	0	0	0	0	1	0	0	2	0	0	0
Tmem270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl27	77	145	128	75	79	84	71	42	40	68	56	34	19	25	41	17
Cldn4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cldn3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wbscr25	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0
Abhd11	22	17	13	21	18	7	8	17	6	9	3	21	6	4	3	8
Abhd11os	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
Stx1a	3	4	2	5	1	2	1	3	1	1	1	2	4	0	0	2
Bud23	196	304	142	205	198	221	199	212	147	174	170	237	103	192	160	126
Dnajc30	56	82	43	59	37	46	53	56	21	48	27	62	16	34	42	21
Vps37d	0	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0
Mlxipl	0	0	2	0	0	0	1	1	1	1	2	2	0	1	0	0
Tbl2	144	211	120	175	112	85	91	106	51	51	49	55	11	9	13	9
Bcl7b	190	295	177	248	180	182	204	171	97	182	156	171	124	168	168	160
Baz1b	1371	2449	1528	1570	1322	1316	1388	1360	594	857	825	929	568	730	762	592
Fzd9	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0
Fkbp6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trim50	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Nsun5	36	46	40	57	31	33	36	38	18	21	38	33	8	23	19	22
Pom121	313	469	341	391	420	412	490	338	263	386	495	382	141	255	285	176
Hip1	1487	1823	1289	1750	1385	1150	1119	1453	641	967	911	963	118	244	255	110
Ccl26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccl24	1	6	4	5	2	6	4	5	8	35	25	23	6	9	20	13
Rhbdd2	105	185	122	167	139	119	134	87	64	120	104	122	48	82	97	60
Por	3153	5092	3635	3889	3049	3456	5235	3683	1699	3388	4474	2879	703	1485	2070	803
Tmem120a	198	245	140	262	179	148	179	154	104	131	116	185	49	80	99	59
Styxl1	1	4	1	0	1	0	2	1	0	0	0	0	1	0	0	1
Mdh2	460	635	333	580	516	421	358	479	317	425	379	548	265	284	326	333
Srrm3	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
Gm19359	0	1	0	1	0	1	1	0	0	0	4	0	0	0	0	0
Hspb1	0	2	1	1	5	8	12	6	5	8	6	5	3	10	12	7
Ywhag	727	883	617	929	815	644	576	871	539	675	727	949	547	684	679	685
Gm19383	1	1	0	1	0	3	0	0	0	0	0	0	1	0	0	0
Ssc4d	43	84	51	40	36	29	57	27	12	50	38	24	27	59	28	26
Zp3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
Dtx2	58	116	65	70	66	80	76	48	108	200	217	193	184	264	300	250
Upk3b	0	0	0	0	0	0	0	0	0	0	2	0	0	1	1	1
Upk3bl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasa4	490	850	647	638	650	856	820	614	976	1636	1670	1540	1780	2363	2822	1973
Polr2j	279	437	284	411	263	262	358	314	162	296	339	330	134	189	242	194
Lrwd1	90	152	98	119	100	99	116	86	43	87	67	86	23	41	39	34
Alkbh4	54	95	46	66	28	28	15	34	33	46	41	65	27	37	35	27
Orai2	51	87	83	89	373	338	376	411	300	497	626	525	144	406	221	177
Prkrip1	109	137	107	139	150	123	143	139	98	124	177	178	92	151	154	153
Sh2b2	33	56	27	43	89	82	70	85	50	95	99	84	7	42	16	11
Cux1	1271	1885	1414	1655	1551	1493	1732	1698	1011	1344	1393	1707	543	1017	975	755
Mir721	4	0	0	3	2	2	1	0	4	5	4	0	0	0	0	0
4731417B20Rik	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myl10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Col26a1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ift22	107	189	154	167	124	135	170	121	101	157	156	179	107	166	189	140
4933404O12Rik	30	65	52	34	31	42	43	35	14	37	39	29	3	5	4	0
Fis1	229	338	265	284	257	271	242	245	164	265	234	265	164	257	258	231
Cldn15	1	1	0	0	0	1	4	0	0	0	0	1	0	0	1	0
Znhit1	479	608	472	702	433	412	671	612	287	552	795	760	456	591	817	653
Plod3	206	317	183	239	208	193	162	245	227	301	219	373	432	576	496	562
Mir702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Vgf	0	0	0	0	0	0	1	0	0	0	3	7	6	9	0	19
Ap1s1	491	675	415	617	555	443	503	600	398	550	560	732	473	667	557	662
Serpine1	2	14	1	5	199	152	171	238	615	725	1023	1395	836	4193	1398	1798
Trim56	70	131	84	85	90	75	79	68	92	126	116	141	91	129	171	138
Muc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Muc3a	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Ache	0	1	0	5	1	0	0	1	1	2	0	3	0	0	0	0
Ufsp1	2	5	2	1	2	2	3	7	3	5	1	0	2	3	2	0
Srrt	555	927	516	689	586	602	675	621	431	552	590	761	342	552	575	443
Trip6	12	14	12	11	7	11	11	16	13	9	7	17	15	9	15	6
Slc12a9	45	71	40	69	34	50	21	29	17	29	24	32	38	40	54	40
Ephb4	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
Zan	13	8	3	13	5	11	4	9	2	8	0	5	0	0	1	0
Epo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pop7	72	107	39	75	77	77	73	97	47	76	74	85	46	87	79	88
Gm8066	3	9	10	3	5	6	5	1	1	3	9	5	4	2	5	1
Gigyf1	202	423	262	207	185	231	202	160	112	171	170	157	48	53	95	47
Gnb2	1221	1852	1182	1535	1432	1374	1540	1341	996	1465	1585	1526	945	1440	1286	1086
Actl6b	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfr2	1	0	1	0	0	0	0	0	0	1	0	0	0	0	3	0
Mospd3	133	218	171	199	136	175	162	126	97	155	126	151	59	89	94	59
Gm7285	16	37	21	20	13	14	25	18	19	9	20	9	10	19	21	10
Pcolce	5	12	6	6	3	0	4	5	3	0	2	0	0	0	1	1
Fbxo24	9	5	12	4	2	2	1	0	1	1	4	1	1	2	1	1
Gm16089	7	8	8	9	1	3	8	14	6	7	4	5	2	4	5	7
Gm20605	10	15	10	6	7	6	3	3	4	2	1	1	3	1	3	4
Lrch4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sap25	1	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Irs3	0	4	3	2	0	3	2	2	0	0	0	1	2	1	0	0
Agfg2	102	136	82	127	95	95	69	112	28	48	40	41	9	12	12	18
Gm15753	37	74	77	64	40	50	101	58	97	112	133	116	201	319	382	315
Nyap1	3	5	1	3	5	1	2	3	1	3	5	3	0	1	0	0
Tsc22d4	176	432	285	302	164	224	258	209	116	175	200	197	74	128	132	104
Ppp1r35	24	49	27	43	22	34	30	41	19	21	18	33	16	19	18	21
Mepce	109	223	143	106	98	108	132	70	64	68	87	104	64	78	121	64
Zcwpw1	20	49	37	28	26	31	34	34	19	17	30	23	10	14	22	15
Pilra	197	213	144	267	274	179	208	267	253	285	256	395	586	299	314	748
Pilrb1	16	28	13	20	21	20	17	27	21	23	33	40	67	44	44	126
Pilrb2	37	55	38	38	34	38	29	47	26	45	42	37	50	57	40	74
Cyp3a13	0	3	0	2	2	1	3	3	0	0	1	1	0	0	2	0
Gjc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Azgp1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Gm4963	3	5	3	6	4	4	8	7	6	4	2	7	1	3	4	2
Smok3a	2	3	2	0	0	0	0	0	0	0	1	2	2	0	2	1
Smok3b	0	5	5	4	0	2	8	2	0	0	12	0	1	6	0	0
Smok3c	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Zkscan1	323	641	395	350	252	296	340	256	173	204	220	296	162	210	315	208
Zscan21	89	180	103	109	82	77	118	77	69	76	73	85	59	83	89	50
Zfp113	56	121	47	54	19	48	29	21	20	28	39	45	23	47	52	18
Cops6	357	528	360	464	409	327	414	433	281	377	446	518	201	317	338	272
Mcm7	749	1287	983	1022	790	885	955	953	451	665	662	651	122	220	231	145
Mir25	1	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0
Mir93	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
